age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
59,Retired,divorced,Primary,no,643.0,yes,no,unknown,13,may,354.0,2,-1.0,0,Unknow,no
42,Administrative,married,Secondary,no,128.0,yes,no,unknown,13,may,190.0,1,-1.0,0,Unknow,no
47,Services,divorced,Secondary,no,743.0,yes,yes,unknown,13,may,367.0,1,-1.0,0,Unknow,no
57,blue-collar,married,Primary,no,1460.0,no,no,unknown,13,may,91.0,2,-1.0,0,Unknow,no
42,Management,married,Secondary,no,-32.0,yes,no,unknown,13,may,77.0,1,-1.0,0,Unknow,no
40,Services,married,Primary,no,1117.0,yes,no,unknown,13,may,280.0,1,-1.0,0,Unknow,no
44,technician,married,Primary,no,2887.0,yes,no,unknown,13,may,182.0,1,-1.0,0,Unknow,no
38,Administrative,single,Unknown,no,446.0,yes,no,unknown,13,may,386.0,1,-1.0,0,Unknow,no
51,Management,married,Tertiary,no,1212.0,yes,no,unknown,13,may,184.0,1,-1.0,0,Unknow,no
48,Management,married,Tertiary,no,2218.0,yes,no,unknown,13,may,43.0,2,-1.0,0,Unknow,no
48,blue-collar,married,Secondary,no,705.0,no,no,unknown,13,may,108.0,2,-1.0,0,Unknow,no
42,blue-collar,divorced,Primary,no,299.0,yes,no,unknown,13,may,253.0,2,-1.0,0,Unknow,no
48,entrepreneur,married,Tertiary,no,313.0,yes,no,unknown,13,may,195.0,2,-1.0,0,Unknow,no
49,Management,married,Tertiary,no,12482.0,yes,yes,unknown,13,may,46.0,3,-1.0,0,Unknow,no
44,Services,married,Secondary,no,29312.0,no,no,unknown,13,may,226.0,1,-1.0,0,Unknow,no
44,Services,married,Primary,no,2226.0,yes,yes,unknown,13,may,55.0,1,-1.0,0,Unknow,no
32,blue-collar,single,Secondary,no,1940.0,yes,yes,unknown,13,may,299.0,3,-1.0,0,Unknow,no
43,blue-collar,married,Secondary,no,576.0,yes,yes,unknown,13,may,148.0,1,-1.0,0,Unknow,no
44,Services,divorced,Secondary,no,0.0,yes,yes,unknown,13,may,97.0,1,-1.0,0,Unknow,no
53,Administrative,divorced,Secondary,no,887.0,yes,no,unknown,13,may,169.0,2,-1.0,0,Unknow,no
43,blue-collar,married,Primary,no,17.0,yes,no,unknown,13,may,119.0,10,-1.0,0,Unknow,no
31,technician,married,Secondary,no,106.0,yes,no,unknown,13,may,101.0,13,-1.0,0,Unknow,no
48,Management,married,Tertiary,no,489.0,yes,no,unknown,13,may,60.0,1,-1.0,0,Unknow,no
46,technician,single,Secondary,no,148.0,yes,no,unknown,13,may,210.0,1,-1.0,0,Unknow,no
41,blue-collar,divorced,Secondary,no,14.0,yes,yes,unknown,13,may,65.0,6,-1.0,0,Unknow,no
26,Management,married,Tertiary,no,1531.0,yes,no,unknown,13,may,129.0,4,-1.0,0,Unknow,no
26,blue-collar,married,Secondary,no,3108.0,yes,no,unknown,13,may,481.0,3,-1.0,0,Unknow,no
52,Administrative,divorced,Secondary,no,26.0,yes,no,unknown,13,may,215.0,1,-1.0,0,Unknow,no
47,blue-collar,married,Primary,no,2466.0,yes,no,unknown,13,may,142.0,2,-1.0,0,Unknow,no
47,blue-collar,married,Unknown,no,1045.0,yes,no,unknown,13,may,411.0,2,-1.0,0,Unknow,no
27,blue-collar,married,Primary,yes,-588.0,no,no,unknown,13,may,531.0,2,-1.0,0,Unknow,no
31,Services,married,Secondary,no,413.0,yes,no,unknown,13,may,65.0,1,-1.0,0,Unknow,no
60,Retired,married,Tertiary,no,0.0,yes,no,unknown,13,may,34.0,4,-1.0,0,Unknow,no
58,Retired,married,Primary,no,193.0,yes,yes,unknown,13,may,788.0,3,-1.0,0,Unknow,no
44,blue-collar,married,Secondary,no,1340.0,yes,no,unknown,13,may,244.0,1,-1.0,0,Unknow,no
32,blue-collar,married,Secondary,no,363.0,yes,no,unknown,13,may,431.0,1,-1.0,0,Unknow,no
33,blue-collar,married,Primary,no,-306.0,yes,yes,unknown,13,may,851.0,4,-1.0,0,Unknow,no
38,Administrative,married,Secondary,no,607.0,yes,no,unknown,13,may,315.0,3,-1.0,0,Unknow,no
35,technician,divorced,Secondary,no,556.0,yes,no,unknown,13,may,214.0,1,-1.0,0,Unknow,no
47,technician,married,Secondary,no,449.0,yes,yes,unknown,13,may,92.0,4,-1.0,0,Unknow,no
32,blue-collar,single,Secondary,no,338.0,yes,no,unknown,13,may,73.0,3,-1.0,0,Unknow,no
41,Management,married,Primary,no,-4.0,yes,yes,unknown,13,may,181.0,3,-1.0,0,Unknow,no
30,Management,single,Tertiary,no,623.0,yes,no,unknown,13,may,159.0,2,-1.0,0,Unknow,no
60,Retired,married,Secondary,no,1390.0,no,yes,unknown,13,may,58.0,2,-1.0,0,Unknow,no
36,blue-collar,divorced,Secondary,no,719.0,yes,no,unknown,13,may,1052.0,1,-1.0,0,Unknow,no
46,blue-collar,married,Primary,no,369.0,yes,no,unknown,13,may,916.0,2,-1.0,0,Unknow,yes
58,blue-collar,married,Primary,no,1357.0,yes,no,unknown,13,may,150.0,2,-1.0,0,Unknow,no
52,entrepreneur,married,Unknown,no,0.0,yes,no,unknown,13,may,165.0,2,-1.0,0,Unknow,no
55,Management,married,Secondary,no,0.0,yes,no,unknown,13,may,309.0,2,-1.0,0,Unknow,no
43,blue-collar,married,Primary,no,2047.0,yes,no,unknown,13,may,163.0,2,-1.0,0,Unknow,no
24,Administrative,single,Secondary,no,507.0,yes,no,unknown,13,may,210.0,3,-1.0,0,Unknow,no
24,blue-collar,married,Primary,no,-427.0,yes,no,unknown,13,may,165.0,3,-1.0,0,Unknow,no
25,blue-collar,married,Secondary,no,53.0,yes,no,unknown,13,may,331.0,2,-1.0,0,Unknow,no
40,technician,married,Secondary,no,93.0,yes,no,unknown,13,may,134.0,2,-1.0,0,Unknow,no
31,blue-collar,married,Secondary,no,822.0,yes,no,unknown,13,may,185.0,6,-1.0,0,Unknow,no
31,technician,single,Secondary,no,849.0,yes,yes,unknown,13,may,295.0,2,-1.0,0,Unknow,no
26,blue-collar,single,Secondary,no,-214.0,yes,no,unknown,13,may,86.0,4,-1.0,0,Unknow,no
52,blue-collar,married,Secondary,no,161.0,yes,no,unknown,13,may,274.0,2,-1.0,0,Unknow,no
25,technician,single,Tertiary,no,800.0,yes,no,unknown,13,may,151.0,4,-1.0,0,Unknow,no
40,blue-collar,married,Secondary,no,598.0,yes,no,unknown,13,may,69.0,11,-1.0,0,Unknow,no
42,blue-collar,divorced,Secondary,no,-135.0,yes,no,unknown,13,may,15.0,11,-1.0,0,Unknow,no
31,technician,married,Tertiary,no,0.0,yes,yes,unknown,13,may,164.0,2,-1.0,0,Unknow,no
43,entrepreneur,married,Secondary,no,59.0,no,no,unknown,13,may,437.0,2,-1.0,0,Unknow,no
57,blue-collar,married,Primary,no,452.0,yes,no,unknown,13,may,139.0,4,-1.0,0,Unknow,no
30,housemaid,single,Secondary,no,49.0,yes,no,unknown,13,may,267.0,2,-1.0,0,Unknow,no
23,blue-collar,married,Primary,no,-213.0,no,no,unknown,13,may,165.0,2,-1.0,0,Unknow,no
53,blue-collar,divorced,Primary,no,2477.0,yes,no,unknown,13,may,175.0,2,-1.0,0,Unknow,no
44,Self-employed,married,Secondary,no,264.0,yes,no,unknown,13,may,198.0,2,-1.0,0,Unknow,no
48,technician,married,Secondary,no,4265.0,yes,no,unknown,13,may,220.0,2,-1.0,0,Unknow,no
59,Retired,divorced,Tertiary,no,559.0,yes,no,unknown,13,may,168.0,2,-1.0,0,Unknow,no
33,Management,married,Secondary,no,-15.0,yes,no,unknown,13,may,247.0,3,-1.0,0,Unknow,no
60,Retired,married,Secondary,no,926.0,yes,no,unknown,13,may,291.0,2,-1.0,0,Unknow,no
42,Services,married,Secondary,no,693.0,yes,no,unknown,13,may,187.0,2,-1.0,0,Unknow,no
44,Management,single,Tertiary,no,9956.0,yes,no,unknown,13,may,194.0,2,-1.0,0,Unknow,no
50,Management,single,Tertiary,no,1300.0,yes,no,unknown,13,may,379.0,2,-1.0,0,Unknow,no
54,Retired,married,Secondary,no,2626.0,no,no,unknown,13,may,151.0,2,-1.0,0,Unknow,no
29,Administrative,single,Secondary,no,-44.0,yes,no,unknown,13,may,166.0,4,-1.0,0,Unknow,no
59,Self-employed,married,Tertiary,no,593.0,no,no,unknown,13,may,64.0,2,-1.0,0,Unknow,no
37,technician,married,Secondary,no,511.0,yes,no,unknown,13,may,232.0,4,-1.0,0,Unknow,no
55,Retired,married,Secondary,no,493.0,yes,no,unknown,13,may,647.0,7,-1.0,0,Unknow,no
53,Retired,divorced,Tertiary,no,599.0,yes,no,unknown,13,may,322.0,3,-1.0,0,Unknow,no
31,Services,married,Secondary,no,272.0,yes,no,unknown,13,may,133.0,12,-1.0,0,Unknow,no
49,Management,married,Tertiary,no,735.0,yes,no,unknown,13,may,50.0,3,-1.0,0,Unknow,no
28,blue-collar,married,Primary,no,15.0,yes,no,unknown,13,may,87.0,2,-1.0,0,Unknow,no
47,blue-collar,married,Primary,no,159.0,yes,no,unknown,13,may,771.0,2,-1.0,0,Unknow,no
31,blue-collar,married,Primary,no,651.0,yes,no,unknown,13,may,241.0,2,-1.0,0,Unknow,no
49,housemaid,divorced,Primary,no,198.0,yes,no,unknown,13,may,205.0,3,-1.0,0,Unknow,no
59,blue-collar,married,Unknown,no,-278.0,yes,no,unknown,13,may,318.0,2,-1.0,0,Unknow,no
34,blue-collar,married,Secondary,no,-100.0,yes,no,unknown,13,may,109.0,9,-1.0,0,Unknow,no
43,Administrative,married,Primary,no,15.0,yes,no,unknown,13,may,304.0,2,-1.0,0,Unknow,no
38,blue-collar,married,Primary,no,0.0,no,no,unknown,13,may,209.0,2,-1.0,0,Unknow,no
41,Services,married,Secondary,no,108.0,yes,yes,unknown,13,may,83.0,7,-1.0,0,Unknow,no
44,blue-collar,married,Primary,no,617.0,yes,no,unknown,13,may,227.0,2,-1.0,0,Unknow,no
31,Services,single,Secondary,no,516.0,yes,no,unknown,13,may,271.0,2,-1.0,0,Unknow,no
35,blue-collar,married,Primary,no,11.0,yes,no,unknown,13,may,326.0,4,-1.0,0,Unknow,no
37,Administrative,married,Secondary,no,1026.0,yes,no,unknown,13,may,389.0,2,-1.0,0,Unknow,no
58,Administrative,married,Secondary,no,3635.0,no,no,unknown,13,may,273.0,2,-1.0,0,Unknow,no
24,blue-collar,married,Secondary,no,32.0,no,no,unknown,13,may,264.0,3,-1.0,0,Unknow,no
35,blue-collar,single,Primary,no,-123.0,yes,no,unknown,13,may,1106.0,4,-1.0,0,Unknow,no
33,blue-collar,divorced,Secondary,no,-238.0,yes,no,unknown,13,may,73.0,2,-1.0,0,Unknow,no
40,entrepreneur,married,Tertiary,no,1089.0,yes,yes,unknown,13,may,195.0,5,-1.0,0,Unknow,no
46,Administrative,divorced,Tertiary,no,3749.0,yes,no,unknown,13,may,69.0,19,-1.0,0,Unknow,no
41,blue-collar,married,Primary,no,3140.0,yes,no,unknown,13,may,87.0,9,-1.0,0,Unknow,no
33,blue-collar,married,Tertiary,no,221.0,yes,no,unknown,13,may,122.0,7,-1.0,0,Unknow,no
35,blue-collar,divorced,Primary,no,300.0,yes,no,unknown,13,may,945.0,2,-1.0,0,Unknow,yes
57,Retired,divorced,Primary,no,515.0,yes,no,unknown,13,may,288.0,2,-1.0,0,Unknow,no
40,technician,married,Primary,no,819.0,yes,no,unknown,13,may,50.0,3,-1.0,0,Unknow,no
36,blue-collar,married,Secondary,no,722.0,yes,no,unknown,13,may,816.0,3,-1.0,0,Unknow,no
47,Management,divorced,Secondary,no,3346.0,yes,yes,unknown,13,may,284.0,2,-1.0,0,Unknow,no
50,blue-collar,married,Primary,no,419.0,yes,no,unknown,13,may,116.0,4,-1.0,0,Unknow,no
51,technician,married,Secondary,no,330.0,yes,no,unknown,13,may,72.0,4,-1.0,0,Unknow,no
41,Management,divorced,Tertiary,no,1576.0,yes,no,unknown,13,may,232.0,2,-1.0,0,Unknow,no
38,Management,married,Tertiary,no,258.0,yes,no,unknown,13,may,124.0,3,-1.0,0,Unknow,no
39,blue-collar,married,Primary,no,317.0,yes,no,unknown,13,may,326.0,3,-1.0,0,Unknow,no
25,Services,single,Secondary,yes,57.0,yes,yes,unknown,13,may,190.0,5,-1.0,0,Unknow,no
43,technician,married,Secondary,no,3285.0,yes,no,unknown,13,may,1721.0,2,-1.0,0,Unknow,yes
33,blue-collar,married,Secondary,no,152.0,yes,no,unknown,13,may,351.0,2,-1.0,0,Unknow,no
45,blue-collar,married,Secondary,no,2429.0,yes,no,unknown,13,may,171.0,2,-1.0,0,Unknow,no
58,unknown,divorced,Secondary,no,3111.0,yes,no,unknown,13,may,166.0,2,-1.0,0,Unknow,no
57,blue-collar,married,Primary,no,1352.0,yes,no,unknown,13,may,104.0,2,-1.0,0,Unknow,no
27,unemployed,single,Tertiary,no,37.0,yes,no,unknown,13,may,163.0,3,-1.0,0,Unknow,no
25,technician,single,Tertiary,no,640.0,yes,no,unknown,13,may,492.0,2,-1.0,0,Unknow,no
38,blue-collar,married,Unknown,no,113.0,no,no,unknown,13,may,25.0,10,-1.0,0,Unknow,no
28,technician,single,Secondary,no,468.0,yes,no,unknown,13,may,152.0,3,-1.0,0,Unknow,no
33,Services,married,Secondary,no,184.0,yes,no,unknown,13,may,109.0,4,-1.0,0,Unknow,no
44,blue-collar,single,Secondary,no,633.0,yes,no,unknown,13,may,1032.0,1,-1.0,0,Unknow,no
57,Administrative,married,Secondary,no,7.0,yes,no,unknown,14,may,65.0,6,-1.0,0,Unknow,no
46,blue-collar,single,Secondary,no,57.0,yes,no,unknown,14,may,194.0,4,-1.0,0,Unknow,no
57,technician,divorced,Secondary,no,0.0,yes,no,unknown,14,may,360.0,2,-1.0,0,Unknow,no
42,blue-collar,divorced,Primary,no,419.0,yes,yes,unknown,14,may,96.0,4,-1.0,0,Unknow,no
46,Administrative,married,Secondary,no,120.0,yes,no,unknown,14,may,20.0,11,-1.0,0,Unknow,no
39,entrepreneur,married,Secondary,no,580.0,yes,no,unknown,14,may,323.0,4,-1.0,0,Unknow,no
27,blue-collar,married,Secondary,no,362.0,yes,no,unknown,14,may,332.0,2,-1.0,0,Unknow,no
42,Management,married,Secondary,no,43.0,yes,no,unknown,14,may,735.0,8,-1.0,0,Unknow,no
58,Administrative,married,Secondary,no,749.0,yes,no,unknown,14,may,151.0,2,-1.0,0,Unknow,no
42,Administrative,single,Secondary,no,243.0,yes,no,unknown,14,may,46.0,5,-1.0,0,Unknow,no
48,blue-collar,married,Primary,no,9004.0,no,no,unknown,14,may,158.0,3,-1.0,0,Unknow,no
57,Services,single,Secondary,no,2236.0,yes,no,unknown,14,may,73.0,2,-1.0,0,Unknow,no
52,Administrative,single,Secondary,no,3348.0,yes,no,unknown,14,may,407.0,4,-1.0,0,Unknow,no
54,blue-collar,divorced,Primary,no,2062.0,yes,no,unknown,14,may,438.0,2,-1.0,0,Unknow,no
55,Retired,married,Secondary,no,188.0,no,no,unknown,14,may,139.0,2,-1.0,0,Unknow,no
46,blue-collar,married,Primary,no,1483.0,yes,no,unknown,14,may,174.0,3,-1.0,0,Unknow,no
48,entrepreneur,married,Unknown,no,2550.0,yes,no,unknown,14,may,175.0,3,-1.0,0,Unknow,no
25,Administrative,single,Secondary,yes,53.0,yes,no,unknown,14,may,313.0,4,-1.0,0,Unknow,no
38,Management,divorced,Tertiary,no,547.0,yes,no,unknown,14,may,137.0,4,-1.0,0,Unknow,no
46,Retired,married,Primary,no,1374.0,no,yes,unknown,14,may,22.0,3,-1.0,0,Unknow,no
48,technician,married,Unknown,no,67.0,yes,no,unknown,14,may,328.0,4,-1.0,0,Unknow,no
43,blue-collar,married,Primary,no,4998.0,yes,no,unknown,14,may,93.0,4,-1.0,0,Unknow,no
52,technician,married,Secondary,no,0.0,no,no,unknown,14,may,97.0,2,-1.0,0,Unknow,no
27,blue-collar,single,Secondary,yes,-2.0,yes,yes,unknown,14,may,123.0,5,-1.0,0,Unknow,no
29,blue-collar,married,Secondary,no,23.0,yes,no,unknown,14,may,219.0,4,-1.0,0,Unknow,no
49,Administrative,married,Secondary,no,512.0,yes,yes,unknown,14,may,455.0,3,-1.0,0,Unknow,no
30,blue-collar,single,Secondary,yes,447.0,no,no,unknown,14,may,103.0,6,-1.0,0,Unknow,no
50,Administrative,married,Secondary,no,1917.0,yes,no,unknown,14,may,200.0,2,-1.0,0,Unknow,no
58,blue-collar,married,Unknown,no,4871.0,yes,no,unknown,14,may,133.0,2,-1.0,0,Unknow,no
44,blue-collar,married,Secondary,no,326.0,yes,no,unknown,14,may,35.0,2,-1.0,0,Unknow,no
52,technician,married,Secondary,no,0.0,yes,yes,unknown,14,may,77.0,2,-1.0,0,Unknow,no
44,entrepreneur,married,Secondary,no,0.0,no,no,unknown,14,may,211.0,2,-1.0,0,Unknow,no
27,blue-collar,single,Secondary,no,14.0,no,no,unknown,14,may,72.0,2,-1.0,0,Unknow,no
35,technician,married,Secondary,no,692.0,yes,yes,unknown,14,may,133.0,2,-1.0,0,Unknow,no
31,blue-collar,married,Secondary,no,369.0,yes,yes,unknown,14,may,89.0,2,-1.0,0,Unknow,no
31,blue-collar,married,Primary,no,591.0,yes,no,unknown,14,may,287.0,3,-1.0,0,Unknow,no
52,housemaid,married,Secondary,no,3923.0,yes,no,unknown,14,may,942.0,3,-1.0,0,Unknow,yes
44,blue-collar,married,Secondary,no,0.0,yes,no,unknown,14,may,101.0,2,-1.0,0,Unknow,no
28,blue-collar,single,Primary,no,348.0,yes,yes,unknown,14,may,305.0,3,-1.0,0,Unknow,no
41,technician,married,Secondary,no,102.0,yes,yes,unknown,14,may,387.0,9,-1.0,0,Unknow,no
54,technician,divorced,Secondary,no,447.0,yes,no,unknown,14,may,146.0,4,-1.0,0,Unknow,no
46,blue-collar,married,Secondary,no,2121.0,yes,no,unknown,14,may,160.0,1,-1.0,0,Unknow,no
48,blue-collar,married,Primary,no,5154.0,yes,no,unknown,14,may,70.0,1,-1.0,0,Unknow,no
31,Administrative,married,Secondary,no,393.0,yes,no,unknown,14,may,466.0,1,-1.0,0,Unknow,no
42,Services,married,Primary,no,5879.0,yes,no,unknown,14,may,162.0,1,-1.0,0,Unknow,no
40,blue-collar,married,Secondary,no,-31.0,yes,no,unknown,14,may,117.0,4,-1.0,0,Unknow,no
56,Self-employed,married,Tertiary,no,871.0,yes,no,unknown,14,may,381.0,1,-1.0,0,Unknow,no
45,Management,married,Tertiary,no,37378.0,yes,no,unknown,14,may,167.0,1,-1.0,0,Unknow,no
53,technician,divorced,Primary,no,1443.0,yes,no,unknown,14,may,476.0,1,-1.0,0,Unknow,yes
31,Administrative,married,Secondary,no,752.0,yes,no,unknown,14,may,178.0,1,-1.0,0,Unknow,no
42,Management,married,Tertiary,no,1093.0,yes,no,unknown,14,may,260.0,1,-1.0,0,Unknow,no
51,technician,married,Unknown,no,573.0,yes,yes,unknown,14,may,231.0,1,-1.0,0,Unknow,no
52,Management,married,Tertiary,no,258.0,no,no,unknown,14,may,188.0,1,-1.0,0,Unknow,no
48,Management,married,Primary,no,247.0,yes,yes,unknown,14,may,145.0,1,-1.0,0,Unknow,no
28,Management,single,Tertiary,no,202.0,yes,no,unknown,14,may,163.0,3,-1.0,0,Unknow,no
34,technician,single,Secondary,no,302.0,yes,no,unknown,14,may,282.0,1,-1.0,0,Unknow,no
50,Administrative,married,Secondary,no,736.0,yes,no,unknown,14,may,74.0,1,-1.0,0,Unknow,no
46,blue-collar,married,Primary,no,0.0,yes,no,unknown,14,may,73.0,1,-1.0,0,Unknow,no
54,blue-collar,married,Secondary,no,532.0,yes,no,unknown,14,may,220.0,1,-1.0,0,Unknow,no
43,technician,divorced,Secondary,no,0.0,no,no,unknown,14,may,333.0,1,-1.0,0,Unknow,no
55,blue-collar,divorced,Secondary,no,7378.0,no,no,unknown,14,may,316.0,3,-1.0,0,Unknow,no
47,blue-collar,married,Primary,no,4666.0,no,no,unknown,14,may,451.0,3,-1.0,0,Unknow,no
43,entrepreneur,married,Secondary,no,1516.0,yes,no,unknown,14,may,318.0,1,-1.0,0,Unknow,no
45,technician,married,Secondary,no,0.0,yes,yes,unknown,14,may,246.0,2,-1.0,0,Unknow,no
46,blue-collar,married,Secondary,no,6085.0,yes,yes,unknown,14,may,311.0,2,-1.0,0,Unknow,no
39,technician,married,Secondary,yes,-183.0,yes,no,unknown,14,may,202.0,2,-1.0,0,Unknow,no
26,student,single,Secondary,no,91.0,yes,no,unknown,14,may,174.0,2,-1.0,0,Unknow,no
40,blue-collar,married,Secondary,no,30.0,yes,no,unknown,14,may,168.0,3,-1.0,0,Unknow,no
48,blue-collar,divorced,Primary,no,24.0,yes,no,unknown,14,may,832.0,1,-1.0,0,Unknow,yes
53,technician,divorced,Secondary,no,522.0,yes,no,unknown,14,may,230.0,1,-1.0,0,Unknow,no
40,technician,married,Secondary,no,770.0,yes,no,unknown,14,may,200.0,1,-1.0,0,Unknow,no
54,blue-collar,married,Secondary,no,1288.0,yes,no,unknown,14,may,170.0,1,-1.0,0,Unknow,no
46,technician,married,Secondary,no,1029.0,yes,no,unknown,14,may,142.0,1,-1.0,0,Unknow,no
47,technician,divorced,Secondary,no,4135.0,yes,no,unknown,14,may,283.0,8,-1.0,0,Unknow,no
50,blue-collar,divorced,Secondary,no,204.0,yes,yes,unknown,14,may,421.0,1,-1.0,0,Unknow,no
59,Retired,divorced,Primary,no,1534.0,yes,no,unknown,14,may,278.0,1,-1.0,0,Unknow,no
44,Services,single,Secondary,no,0.0,yes,no,unknown,14,may,179.0,1,-1.0,0,Unknow,no
42,Management,married,Tertiary,no,877.0,yes,no,unknown,14,may,238.0,1,-1.0,0,Unknow,no
52,Management,married,Secondary,no,478.0,yes,no,unknown,14,may,110.0,2,-1.0,0,Unknow,no
30,Management,single,Tertiary,no,1130.0,yes,no,unknown,14,may,138.0,3,-1.0,0,Unknow,no
46,blue-collar,single,Secondary,no,2401.0,yes,NO,unknown,14,may,218.0,2,-1.0,0,Unknow,no
45,Management,married,Tertiary,no,740.0,yes,no,unknown,14,may,158.0,2,-1.0,0,Unknow,no
29,Administrative,single,Secondary,no,993.0,no,no,unknown,14,may,105.0,1,-1.0,0,Unknow,no
53,blue-collar,married,Primary,no,896.0,yes,no,unknown,14,may,106.0,1,-1.0,0,Unknow,no
55,Administrative,married,Secondary,no,332.0,yes,no,unknown,14,may,217.0,1,-1.0,0,Unknow,no
45,Management,single,Tertiary,no,1088.0,no,no,unknown,14,may,132.0,1,-1.0,0,Unknow,no
35,technician,married,Secondary,no,51.0,yes,no,unknown,14,may,824.0,2,-1.0,0,Unknow,no
52,blue-collar,single,Secondary,no,1541.0,yes,no,unknown,14,may,243.0,1,-1.0,0,Unknow,no
40,Management,married,Tertiary,no,413.0,yes,no,unknown,14,may,150.0,1,-1.0,0,Unknow,no
42,Administrative,married,Secondary,no,2656.0,yes,no,unknown,14,may,238.0,1,-1.0,0,Unknow,no
41,blue-collar,single,Primary,no,1618.0,yes,no,unknown,14,may,1553.0,1,-1.0,0,Unknow,yes
42,Administrative,divorced,Secondary,no,146.0,yes,no,unknown,14,may,148.0,2,-1.0,0,Unknow,no
40,Administrative,married,Secondary,no,153.0,yes,no,unknown,14,may,159.0,2,-1.0,0,Unknow,no
41,Services,married,Secondary,no,4505.0,yes,no,unknown,14,may,108.0,2,-1.0,0,Unknow,no
57,Management,married,Tertiary,no,0.0,yes,no,unknown,14,may,124.0,1,-1.0,0,Unknow,no
45,Administrative,married,Secondary,no,520.0,yes,no,unknown,14,may,452.0,1,-1.0,0,Unknow,no
47,Management,married,Primary,no,4151.0,yes,no,unknown,14,may,114.0,1,-1.0,0,Unknow,no
40,unemployed,married,Secondary,no,3382.0,yes,no,unknown,14,may,125.0,1,-1.0,0,Unknow,no
33,technician,single,Secondary,no,261.0,yes,no,unknown,14,may,622.0,1,-1.0,0,Unknow,no
49,entrepreneur,married,Secondary,no,1160.0,yes,no,unknown,14,may,153.0,1,-1.0,0,Unknow,no
39,Management,divorced,Tertiary,no,517.0,yes,yes,unknown,14,may,1328.0,1,-1.0,0,Unknow,yes
50,Services,married,Secondary,no,2956.0,yes,no,unknown,14,may,686.0,1,-1.0,0,Unknow,no
60,Retired,divorced,Primary,no,1327.0,yes,yes,unknown,14,may,80.0,1,-1.0,0,Unknow,no
53,technician,married,Secondary,no,8417.0,yes,no,unknown,14,may,435.0,1,-1.0,0,Unknow,no
58,Retired,married,Secondary,no,-172.0,yes,no,unknown,14,may,300.0,1,-1.0,0,Unknow,no
52,Services,married,Secondary,no,2257.0,yes,no,unknown,14,may,203.0,1,-1.0,0,Unknow,no
42,Administrative,single,Secondary,no,277.0,yes,no,unknown,14,may,121.0,1,-1.0,0,Unknow,no
42,blue-collar,married,Secondary,no,902.0,yes,no,unknown,14,may,71.0,1,-1.0,0,Unknow,no
43,technician,married,Secondary,no,212.0,yes,no,unknown,14,may,78.0,1,-1.0,0,Unknow,no
51,Administrative,married,Secondary,no,513.0,yes,no,unknown,14,may,534.0,1,-1.0,0,Unknow,no
53,unknown,divorced,Tertiary,no,2272.0,yes,no,unknown,14,may,243.0,1,-1.0,0,Unknow,no
53,technician,married,Secondary,no,719.0,yes,no,unknown,14,may,230.0,1,-1.0,0,Unknow,no
42,Management,married,Tertiary,no,1.0,no,no,unknown,14,may,253.0,1,-1.0,0,Unknow,no
40,technician,married,Secondary,no,503.0,yes,no,unknown,14,may,127.0,3,-1.0,0,Unknow,no
59,Retired,married,Secondary,no,1521.0,yes,yes,unknown,14,may,1125.0,2,-1.0,0,Unknow,yes
59,Retired,married,Secondary,no,2516.0,yes,yes,unknown,14,may,282.0,1,-1.0,0,Unknow,no
48,housemaid,married,Tertiary,no,468.0,yes,no,unknown,14,may,220.0,1,-1.0,0,Unknow,no
25,unknown,single,Unknown,no,329.0,yes,no,unknown,14,may,158.0,2,-1.0,0,Unknow,no
59,blue-collar,married,Primary,no,259.0,yes,yes,unknown,14,may,267.0,2,-1.0,0,Unknow,no
49,unemployed,married,Secondary,no,769.0,yes,no,unknown,14,may,257.0,1,-1.0,0,Unknow,no
42,Management,married,Tertiary,no,-700.0,yes,no,unknown,14,may,110.0,1,-1.0,0,Unknow,no
37,blue-collar,married,Secondary,no,15801.0,yes,no,unknown,14,may,456.0,9,-1.0,0,Unknow,no
40,blue-collar,married,Primary,no,7831.0,yes,no,unknown,14,may,78.0,1,-1.0,0,Unknow,no
31,Management,married,Tertiary,no,0.0,no,no,unknown,14,may,298.0,1,-1.0,0,Unknow,no
41,blue-collar,married,Secondary,no,-68.0,yes,no,unknown,14,may,429.0,2,-1.0,0,Unknow,no
60,technician,married,Secondary,no,2639.0,yes,no,unknown,14,may,483.0,2,-1.0,0,Unknow,no
42,Administrative,divorced,Secondary,no,1076.0,yes,no,unknown,14,may,213.0,1,-1.0,0,Unknow,no
48,blue-collar,married,Primary,no,584.0,yes,no,unknown,14,may,51.0,1,-1.0,0,Unknow,no
43,blue-collar,married,Secondary,no,2706.0,yes,yes,unknown,14,may,44.0,1,-1.0,0,Unknow,no
47,blue-collar,married,Primary,no,1294.0,yes,no,unknown,14,may,164.0,2,-1.0,0,Unknow,no
40,Self-employed,married,Primary,no,771.0,yes,no,unknown,14,may,166.0,1,-1.0,0,Unknow,no
55,unemployed,divorced,Secondary,no,283.0,yes,yes,unknown,14,may,220.0,2,-1.0,0,Unknow,no
51,Management,divorced,Tertiary,no,482.0,yes,no,unknown,14,may,178.0,1,-1.0,0,Unknow,no
54,Management,married,Tertiary,no,11.0,no,no,unknown,14,may,452.0,2,-1.0,0,Unknow,no
41,blue-collar,married,Secondary,no,2823.0,yes,no,unknown,14,may,858.0,1,-1.0,0,Unknow,yes
